Stp	Dv	Time	Temp	R_DS_On	DevI	DevV	Fault
536	2	5.370	431.977	0.016	46.058	85.181	1
536	3	5.370	426.636	0.016	40.621	30.005	0
537	0	5.380	409.377	0.016	0.000	0.000	0
537	1	5.380	419.006	0.016	119.422	29.248	1
537	2	5.380	433.653	0.016	130.294	75.790	0
537	3	5.380	428.688	0.016	138.407	20.231	1
538	0	5.390	411.140	0.016	129.066	49.453	0
538	1	5.390	420.948	0.016	134.799	32.177	1
538	2	5.390	434.417	0.016	106.134	40.425	1
538	3	5.390	428.251	0.016	58.659	39.404	0
539	0	5.400	410.586	0.016	43.382	18.127	0
539	1	5.400	421.298	0.016	90.011	39.205	1
539	2	5.400	433.406	0.016	8.386	10.563	0
539	3	5.400	428.372	0.016	83.451	6.705	1
540	0	5.410	409.778	0.016	15.078	35.811	0
540	1	5.410	421.113	0.016	68.593	64.986	1
540	2	5.410	432.397	0.016	6.131	64.150	1
540	3	5.410	427.616	0.016	37.418	40.035	0
541	0	5.420	410.094	0.016	85.994	24.307	1
541	1	5.420	420.201	0.016	8.192	50.466	1
541	2	5.420	431.390	0.016	0.000	28.249	0
541	3	5.420	427.574	0.016	76.812	73.834	1
542	0	5.430	411.130	0.016	109.664	28.821	1
542	1	5.430	421.678	0.016	123.505	17.800	1
542	2	5.430	430.391	0.016	0.000	47.993	1
542	3	5.430	427.276	0.016	65.322	5.182	0
543	0	5.440	411.807	0.016	98.843	84.420	0
543	1	5.440	423.811	0.016	139.610	74.012	0
543	2	5.440	429.470	0.016	21.242	25.917	0
543	3	5.440	426.813	0.016	56.657	57.653	1
544	0	5.450	411.839	0.016	75.240	50.785	1
544	1	5.450	424.018	0.016	85.500	66.063	0
544	2	5.450	429.650	0.016	85.964	40.890	1
544	3	5.450	425.848	0.016	0.000	68.885	1
545	0	5.460	411.104	0.016	27.512	7.768	0
545	1	5.460	423.533	0.016	54.061	0.000	0
545	2	5.460	428.728	0.016	20.041	57.338	1
545	3	5.460	424.890	0.016	0.000	35.899	0
546	0	5.470	412.617	0.016	122.971	40.937	1
546	1	5.470	423.738	0.016	85.387	0.000	1
546	2	5.470	428.478	0.016	68.037	47.683	1
546	3	5.470	424.312	0.016	48.703	58.601	1
547	0	5.480	411.810	0.016	18.254	59.197	1
547	1	5.480	423.102	0.016	44.124	12.719	0
547	2	5.480	427.925	0.016	51.951	70.660	1
547	3	5.480	423.366	0.016	0.000	50.385	1
548	0	5.490	411.020	0.016	19.950	9.146	0
548	1	5.490	423.486	0.016	91.695	3.008	1
548	2	5.490	426.952	0.016	0.000	51.136	1
548	3	5.490	422.639	0.016	36.707	51.216	1
549	0	5.500	412.303	0.016	116.819	80.262	0
549	1	5.500	423.089	0.016	58.755	18.955	0
549	2	5.500	426.049	0.016	20.003	15.160	0
549	3	5.500	423.303	0.016	100.867	47.230	0
550	0	5.510	411.658	0.016	36.780	41.064	0
550	1	5.510	422.212	0.016	19.700	80.737	1
550	2	5.510	425.278	0.016	34.576	60.815	1
550	3	5.510	424.005	0.016	102.187	45.479	1
551	0	5.520	413.798	0.016	138.429	0.000	1
551	1	5.520	421.282	0.016	0.000	23.667	0
551	2	5.520	427.104	0.016	132.940	47.441	0
551	3	5.520	425.223	0.016	117.285	3.167	1
552	0	5.530	412.938	0.016	6.830	90.171	1
552	1	5.530	421.387	0.016	80.957	82.198	0
552	2	5.530	427.712	0.016	100.018	7.334	1
552	3	5.530	427.211	0.016	136.755	40.799	1
553	0	5.540	412.087	0.016	8.093	1.220	0
553	1	5.540	421.841	0.016	93.716	5.809	1
553	2	5.540	428.280	0.016	98.875	8.749	1
553	3	5.540	426.245	0.016	3.285	72.041	1
554	0	5.550	413.951	0.016	131.931	55.051	0
554	1	5.550	423.700	0.016	133.218	72.502	0
554	2	5.550	428.385	0.016	82.853	33.180	1
554	3	5.550	425.477	0.016	34.941	0.000	0
555	0	5.560	413.947	0.016	74.372	0.000	0
555	1	5.560	424.266	0.016	97.951	38.106	1
555	2	5.560	429.375	0.016	111.734	42.425	1
555	3	5.560	426.156	0.016	101.923	29.690	1
556	0	5.570	415.007	0.016	111.087	80.537	0
556	1	5.570	423.505	0.016	34.330	9.286	0
556	2	5.570	428.398	0.016	6.743	71.451	1
556	3	5.570	427.517	0.016	121.451	35.216	1
557	0	5.580	414.399	0.016	41.444	53.934	1
557	1	5.580	422.921	0.016	47.587	20.489	0
557	2	5.580	428.332	0.016	76.022	23.894	0
557	3	5.580	427.046	0.016	56.325	73.514	1
558	0	5.590	413.577	0.016	17.892	33.508	0
558	1	5.590	424.856	0.016	135.191	62.018	0
558	2	5.590	427.431	0.016	21.914	19.021	0
558	3	5.590	426.707	0.016	63.118	2.953	0
559	0	5.600	412.713	0.016	2.988	35.898	0
559	1	5.600	424.868	0.016	78.221	25.179	1
559	2	5.600	426.462	0.016	0.371	70.389	1
559	3	5.600	426.773	0.016	80.909	26.323	1
560	0	5.610	414.292	0.016	124.935	30.015	1
560	1	5.610	426.933	0.016	138.480	77.209	0
560	2	5.610	428.146	0.016	129.679	84.432	0
560	3	5.610	426.145	0.016	46.277	39.806	0
561	0	5.620	413.421	0.016	0.000	22.689	0
561	1	5.620	428.001	0.016	113.669	89.931	0
561	2	5.620	427.171	0.016	0.000	72.774	1
561	3	5.620	427.532	0.016	122.131	48.753	0
562	0	5.630	412.642	0.016	23.465	63.289	1
562	1	5.630	429.617	0.016	128.223	68.625	0
562	2	5.630	427.753	0.016	99.193	0.952	1
562	3	5.630	429.174	0.016	128.785	21.689	1
563	0	5.640	413.513	0.016	105.216	73.660	0
563	1	5.640	431.132	0.016	125.949	83.649	0
563	2	5.640	428.831	0.016	114.100	0.000	1
563	3	5.640	428.195	0.016	4.977	82.809	1
564	0	5.650	414.279	0.016	102.171	40.667	1
564	1	5.650	430.395	0.016	40.624	0.000	0
564	2	5.650	429.337	0.016	97.112	64.637	0
564	3	5.650	427.559	0.016	46.408	84.542	1
565	0	5.660	415.145	0.016	105.406	39.689	1
565	1	5.660	429.403	0.016	0.000	46.457	0
565	2	5.660	430.107	0.016	105.475	56.896	0
565	3	5.660	427.555	0.016	78.350	81.237	0
566	0	5.670	415.177	0.016	76.248	30.220	0
566	1	5.670	428.624	0.016	36.087	59.676	1
566	2	5.670	432.786	0.016	152.533	0.000	1
566	3	5.670	426.602	0.016	10.573	7.991	0
567	0	5.680	416.986	0.016	131.072	25.728	1
567	1	5.680	428.093	0.016	53.330	0.000	0
567	2	5.680	431.782	0.016	6.292	84.016	1
567	3	5.680	426.006	0.016	48.293	0.000	0
568	0	5.690	417.113	0.016	80.631	13.236	1
568	1	5.690	429.105	0.016	112.288	43.390	1
568	2	5.690	433.210	0.016	124.063	14.634	1
568	3	5.690	426.036	0.016	79.284	62.089	0
569	0	5.700	416.522	0.016	43.909	0.000	0
569	1	5.700	430.706	0.016	128.027	43.883	1
569	2	5.700	432.894	0.016	66.453	23.119	0
569	3	5.700	428.838	0.016	154.600	80.872	0
570	0	5.710	417.163	0.016	98.824	34.670	1
570	1	5.710	431.499	0.016	106.445	52.679	0
570	2	5.710	431.925	0.016	16.203	15.714	0
570	3	5.710	428.134	0.016	41.918	20.596	0
571	0	5.720	417.218	0.016	77.794	28.684	1
571	1	5.720	433.405	0.016	135.707	37.223	1
571	2	5.720	431.876	0.016	77.770	0.000	1
571	3	5.720	429.687	0.016	126.661	24.855	1
572	0	5.730	418.069	0.016	105.540	68.091	0
572	1	5.730	432.530	0.016	29.702	41.376	0
572	2	5.730	431.108	0.016	38.511	5.595	0
572	3	5.730	430.179	0.016	96.862	15.199	1
573	0	5.740	419.178	0.016	113.202	25.327	1
573	1	5.740	431.944	0.016	51.650	46.478	0
573	2	5.740	430.172	0.016	19.699	83.039	1
573	3	5.740	429.218	0.016	13.501	48.620	1
574	0	5.750	418.566	0.016	43.499	22.629	0
574	1	5.750	431.526	0.016	60.917	42.082	0
574	2	5.750	429.181	0.016	0.000	6.536	0
574	3	5.750	428.441	0.016	36.142	0.000	0
575	0	5.760	418.778	0.016	84.341	7.025	1
575	1	5.760	433.527	0.016	137.916	56.789	0
575	2	5.760	428.988	0.016	70.779	64.028	1
575	3	5.760	427.647	0.016	34.139	60.877	1
576	0	5.770	420.104	0.016	119.311	67.539	0
576	1	5.770	432.513	0.016	2.212	1.645	0
576	2	5.770	431.774	0.016	154.600	35.950	1
576	3	5.770	428.259	0.016	100.257	60.371	0
577	0	5.780	420.934	0.016	105.459	19.896	1
577	1	5.780	433.824	0.016	121.180	46.407	1
577	2	5.780	431.142	0.016	48.451	55.484	1
577	3	5.780	427.861	0.016	60.580	17.077	0
578	0	5.790	420.558	0.016	58.949	30.591	0
578	1	5.790	434.652	0.016	108.075	13.200	1
578	2	5.790	430.174	0.016	13.642	84.363	1
578	3	5.790	427.936	0.016	81.548	59.962	0
579	0	5.800	420.214	0.016	60.487	74.361	1
579	1	5.800	435.308	0.016	103.098	0.000	1
579	2	5.800	432.144	0.016	137.004	70.689	0
579	3	5.800	429.916	0.016	136.939	52.707	0
580	0	5.810	420.137	0.016	73.091	69.489	1
580	1	5.810	435.543	0.016	89.377	60.446	0
580	2	5.810	433.272	0.016	116.244	52.313	0
580	3	5.810	430.593	0.016	102.765	68.949	0
581	0	5.820	419.949	0.016	68.099	47.605	1
581	1	5.820	435.838	0.016	91.570	83.188	0
581	2	5.820	432.337	0.016	22.308	67.512	1
581	3	5.820	432.484	0.016	135.234	9.847	1
582	0	5.830	421.605	0.016	127.999	66.133	0
582	1	5.830	434.806	0.016	0.000	64.568	1
582	2	5.830	434.322	0.016	137.640	26.884	1
582	3	5.830	432.658	0.016	86.490	19.401	1
583	0	5.840	420.943	0.016	41.024	0.000	0
583	1	5.840	436.428	0.016	129.409	30.506	1
583	2	5.840	434.885	0.016	100.111	55.649	0
583	3	5.840	434.098	0.016	124.535	81.978	0
584	0	5.850	421.437	0.016	94.961	76.117	0
584	1	5.850	436.694	0.016	90.740	37.671	1
584	2	5.850	434.577	0.016	67.395	38.193	0
584	3	5.850	433.114	0.016	14.917	4.919	0
585	0	5.860	423.443	0.016	136.642	17.065	1
585	1	5.860	435.655	0.016	0.000	39.940	0
585	2	5.860	434.257	0.016	66.688	6.718	0
585	3	5.860	432.146	0.016	16.716	0.000	0
586	0	5.870	422.633	0.016	28.663	82.814	1
586	1	5.870	436.740	0.016	115.690	74.468	0
586	2	5.870	434.129	0.016	75.167	18.139	0
586	3	5.870	432.553	0.016	94.581	54.522	0
587	0	5.880	422.203	0.016	56.648	66.374	1
587	1	5.880	438.544	0.016	134.029	56.365	0
587	2	5.880	435.167	0.016	114.104	13.354	1
587	3	5.880	433.443	0.016	109.638	20.953	1
588	0	5.890	421.822	0.016	59.150	77.793	1
588	1	5.890	437.505	0.016	9.346	59.819	1
588	2	5.890	434.139	0.016	0.000	37.519	0
588	3	5.890	432.428	0.016	0.000	55.869	1
589	0	5.900	422.747	0.016	108.642	38.996	1
589	1	5.900	439.262	0.016	133.053	0.000	1
589	2	5.900	435.291	0.016	117.231	11.166	1
589	3	5.900	431.427	0.016	6.258	20.136	0
590	0	5.910	422.465	0.016	64.463	59.905	1
590	1	5.910	438.754	0.016	58.942	60.717	1
590	2	5.910	434.291	0.016	13.530	93.139	1
590	3	5.910	431.521	0.016	83.245	46.353	1
591	0	5.920	422.437	0.016	75.850	37.479	0
591	1	5.920	437.700	0.016	0.000	5.234	0
591	2	5.920	434.761	0.016	97.122	76.011	0
591	3	5.920	432.906	0.016	122.944	5.942	1
592	0	5.930	422.795	0.016	90.666	34.367	1
592	1	5.930	436.924	0.016	41.366	30.138	0
592	2	5.930	433.737	0.016	0.000	22.775	0
592	3	5.930	435.052	0.016	141.368	50.240	0
593	0	5.940	423.360	0.016	97.704	22.346	1
593	1	5.940	436.322	0.016	52.618	57.643	1
593	2	5.940	432.737	0.016	10.513	94.400	1
593	3	5.940	434.363	0.016	46.203	89.150	1
594	0	5.950	422.569	0.016	30.764	77.125	1
594	1	5.950	435.287	0.016	3.063	22.277	0
594	2	5.950	432.267	0.016	58.427	7.937	0
594	3	5.950	433.341	0.016	0.000	51.205	1
595	0	5.960	422.342	0.016	67.024	56.170	1
595	1	5.960	437.225	0.016	136.973	32.198	1
595	2	5.960	433.343	0.016	114.841	17.408	1
595	3	5.960	432.535	0.016	36.317	16.938	0
596	0	5.970	421.454	0.016	16.630	64.475	1
596	1	5.970	436.182	0.016	0.000	20.331	0
596	2	5.970	434.922	0.016	128.130	61.779	0
596	3	5.970	432.138	0.016	62.159	37.871	0
597	0	5.980	421.102	0.016	60.442	63.965	1
597	1	5.980	435.147	0.016	0.000	41.663	0
597	2	5.980	433.903	0.016	6.090	23.212	0
597	3	5.980	434.244	0.016	140.392	21.370	1
598	0	5.990	420.232	0.016	18.198	63.999	1
598	1	5.990	434.751	0.016	63.234	80.562	1
598	2	5.990	435.065	0.016	117.461	53.488	0
598	3	5.990	434.578	0.016	92.584	61.417	0
599	0	6.000	419.409	0.016	24.246	13.990	0
599	1	6.000	433.764	0.016	15.253	45.725	0
599	2	6.000	436.754	0.016	131.073	33.702	1
599	3	6.000	433.759	0.016	35.950	64.378	1
600	0	6.010	419.330	0.016	72.794	28.326	0
600	1	6.010	435.112	0.016	122.356	81.200	0
600	2	6.010	435.715	0.016	0.000	78.299	1
600	3	6.010	435.018	0.016	120.006	38.953	1
601	0	6.020	419.031	0.016	62.384	60.484	1
601	1	6.020	434.086	0.016	2.808	49.931	1
601	2	6.020	435.342	0.016	64.572	47.497	1
601	3	6.020	433.991	0.016	0.000	94.400	1
602	0	6.030	418.125	0.016	0.593	0.000	0
602	1	6.030	433.496	0.016	52.155	21.540	0
602	2	6.030	435.947	0.016	101.631	67.779	0
602	3	6.030	433.106	0.016	29.142	0.000	0
603	0	6.040	418.706	0.016	97.212	3.848	1
603	1	6.040	435.678	0.016	142.247	82.845	0
603	2	6.040	436.805	0.016	109.348	69.158	0
603	3	6.040	432.779	0.016	65.836	57.964	1
604	0	6.050	418.553	0.016	69.262	0.000	0
604	1	6.050	434.646	0.016	0.000	74.512	1
604	2	6.050	437.995	0.016	118.726	31.121	1
604	3	6.050	433.792	0.016	113.168	29.217	1
605	0	6.060	420.203	0.016	127.630	36.887	1
605	1	6.060	435.244	0.016	101.263	15.194	1
605	2	6.060	437.313	0.016	48.098	37.203	0
605	3	6.060	433.503	0.016	67.919	22.780	0
606	0	6.070	422.412	0.016	141.133	82.679	0
606	1	6.070	434.657	0.016	52.872	20.552	0
606	2	6.070	436.269	0.016	0.000	9.486	0
606	3	6.070	433.587	0.016	83.421	21.803	1
607	0	6.080	423.580	0.016	115.660	64.290	0
607	1	6.080	435.275	0.016	101.891	26.157	1
607	2	6.080	437.123	0.016	109.282	27.233	1
607	3	6.080	434.883	0.016	120.952	42.602	1
608	0	6.090	424.206	0.016	99.827	33.899	1
608	1	6.090	434.597	0.016	47.069	33.015	0
608	2	6.090	436.080	0.016	0.000	80.573	1
608	3	6.090	434.984	0.016	84.412	0.000	1
609	0	6.100	424.397	0.016	85.050	0.000	1
609	1	6.100	434.621	0.016	81.428	55.433	0
609	2	6.100	436.595	0.016	98.941	22.389	1
609	3	6.100	433.958	0.016	1.439	31.895	0
610	0	6.110	423.450	0.016	0.000	23.274	0
610	1	6.110	434.568	0.016	78.323	76.677	0
610	2	6.110	436.057	0.016	56.266	75.641	1
610	3	6.110	433.511	0.016	60.145	57.272	1
611	0	6.120	424.101	0.016	100.609	45.899	1
611	1	6.120	433.544	0.016	0.000	72.109	1
611	2	6.120	435.536	0.016	56.953	17.944	0
611	3	6.120	432.601	0.016	25.753	6.210	0
612	0	6.130	426.431	0.016	144.345	47.982	0
612	1	6.130	432.692	0.016	32.109	14.220	0
612	2	6.130	437.493	0.016	137.437	51.813	0
612	3	6.130	433.939	0.016	121.914	40.829	1
613	0	6.140	426.363	0.016	75.367	48.838	1
613	1	6.140	431.962	0.016	42.080	59.574	1
613	2	6.140	436.733	0.016	42.446	74.776	1
613	3	6.140	433.725	0.016	71.357	30.131	0
614	0	6.150	427.306	0.016	110.001	23.147	1
614	1	6.150	433.573	0.016	128.701	0.000	1
614	2	6.150	436.979	0.016	90.109	86.413	0
614	3	6.150	433.935	0.016	88.103	42.559	1
615	0	6.160	426.345	0.016	7.008	27.272	0
615	1	6.160	432.688	0.016	28.668	18.737	0
615	2	6.160	436.267	0.016	45.619	64.871	1
615	3	6.160	435.247	0.016	121.439	44.558	1
616	0	6.170	425.442	0.016	19.208	26.492	0
616	1	6.170	431.679	0.016	0.000	20.239	0
616	2	6.170	436.380	0.016	85.206	83.057	0
616	3	6.170	436.793	0.016	127.608	63.925	0
617	0	6.180	424.933	0.016	53.251	5.922	0
617	1	6.180	431.939	0.016	89.428	87.271	0
617	2	6.180	435.475	0.016	28.904	0.000	0
617	3	6.180	437.625	0.016	108.734	11.467	1
618	0	6.190	425.389	0.016	94.590	17.748	1
618	1	6.190	432.148	0.016	87.617	58.390	0
618	2	6.190	434.590	0.016	30.269	75.888	1
618	3	6.190	436.766	0.016	34.384	30.241	0
619	0	6.200	425.434	0.016	79.700	22.370	1
619	1	6.200	432.226	0.016	82.853	61.752	0
619	2	6.200	433.847	0.016	42.090	47.151	0
619	3	6.200	436.472	0.016	68.634	64.319	1
620	0	6.210	425.983	0.016	97.792	0.000	1
620	1	6.210	432.079	0.016	73.728	38.004	0
620	2	6.210	435.522	0.016	130.545	78.266	0
620	3	6.210	435.434	0.016	1.047	89.200	1
621	0	6.220	425.605	0.016	60.738	46.714	0
621	1	6.220	432.097	0.016	80.483	29.032	1
621	2	6.220	436.720	0.016	118.715	66.545	0
621	3	6.220	434.842	0.016	52.588	34.820	0
622	0	6.230	424.649	0.016	0.000	69.165	1
622	1	6.230	431.734	0.016	63.731	24.877	0
622	2	6.230	435.879	0.016	35.409	55.872	1
622	3	6.230	434.110	0.016	43.086	37.255	0
623	0	6.240	423.755	0.016	18.695	7.715	0
623	1	6.240	430.732	0.016	0.000	22.184	0
623	2	6.240	435.147	0.016	43.606	69.422	1
623	3	6.240	433.261	0.016	32.853	42.706	0
624	0	6.250	423.435	0.016	62.898	55.326	1
624	1	6.250	429.737	0.016	1.029	0.000	0
624	2	6.250	434.418	0.016	43.410	5.273	0
624	3	6.250	432.756	0.016	56.702	18.861	0
625	0	6.260	423.629	0.016	84.935	75.180	0
625	1	6.260	428.790	0.016	15.777	85.154	1
625	2	6.260	434.013	0.016	62.505	33.330	0
625	3	6.260	431.982	0.016	38.677	7.245	0
626	0	6.270	424.305	0.016	101.430	47.237	0
626	1	6.270	427.810	0.016	0.000	40.303	0
626	2	6.270	433.451	0.016	53.784	67.877	1
626	3	6.270	432.642	0.016	102.640	84.723	0
627	0	6.280	423.358	0.016	0.000	65.063	1
627	1	6.280	428.833	0.016	112.555	0.377	1
627	2	6.280	434.096	0.016	102.479	80.253	0
627	3	6.280	431.745	0.016	26.670	16.873	0
628	0	6.290	422.937	0.016	57.399	83.288	1
628	1	6.290	430.073	0.016	118.699	47.123	1
628	2	6.290	433.088	0.016	8.775	68.100	1
628	3	6.290	430.743	0.016	0.000	50.660	1
629	0	6.300	422.992	0.016	79.430	78.036	0
629	1	6.300	431.228	0.016	116.606	15.929	1
629	2	6.300	432.198	0.016	27.780	51.906	1
629	3	6.300	432.245	0.016	125.803	27.870	1
630	0	6.310	422.673	0.016	62.682	20.543	0
630	1	6.310	430.362	0.016	28.963	53.165	1
630	2	6.310	431.294	0.016	25.385	75.042	1
630	3	6.310	431.242	0.016	3.755	45.802	0
631	0	6.320	421.947	0.016	36.383	64.097	1
631	1	6.320	429.630	0.016	40.602	22.179	0
631	2	6.320	433.284	0.016	137.607	0.601	1
631	3	6.320	431.990	0.016	105.189	36.198	1
632	0	6.330	421.139	0.016	27.661	65.256	1
632	1	6.330	430.714	0.016	114.590	22.155	1
632	2	6.330	434.688	0.016	123.728	93.182	0
632	3	6.330	433.031	0.016	113.826	3.327	1
633	0	6.340	421.177	0.016	78.246	8.270	1
633	1	6.340	429.770	0.016	17.811	32.737	0
633	2	6.340	435.874	0.016	118.230	10.279	1
633	3	6.340	434.287	0.016	119.821	27.365	1
634	0	6.350	420.254	0.016	0.000	0.000	0
634	1	6.350	428.853	0.016	21.035	78.966	1
634	2	6.350	435.166	0.016	45.314	15.369	0
634	3	6.350	435.158	0.016	109.422	10.489	1
635	0	6.360	419.440	0.016	25.400	21.850	0
635	1	6.360	428.173	0.016	43.684	59.662	1
635	2	6.360	434.138	0.016	0.000	32.248	0
635	3	6.360	434.330	0.016	35.466	74.342	1
636	0	6.370	420.972	0.016	124.800	5.788	1
636	1	6.370	429.859	0.016	129.969	73.193	0
636	2	6.370	433.153	0.016	14.856	50.499	1
636	3	6.370	433.451	0.016	30.060	64.256	1
637	0	6.380	420.263	0.016	36.789	85.247	1
637	1	6.380	431.260	0.016	123.080	33.063	1
637	2	6.380	432.498	0.016	47.531	63.824	1
637	3	6.380	432.436	0.016	0.000	20.732	0
638	0	6.390	419.349	0.016	3.171	12.655	0
638	1	6.390	430.331	0.016	21.026	58.466	1
638	2	6.390	432.009	0.016	57.341	35.531	0
638	3	6.390	431.431	0.016	3.652	41.195	0
639	0	6.400	421.467	0.016	138.965	74.386	0
639	1	6.400	431.207	0.016	108.818	63.516	0
639	2	6.400	431.153	0.016	30.580	55.849	1
639	3	6.400	431.109	0.016	65.497	3.956	0
640	0	6.410	421.325	0.016	70.602	44.183	0
640	1	6.410	430.209	0.016	0.231	22.316	0
640	2	6.410	432.616	0.016	124.875	0.935	1
640	3	6.410	431.578	0.016	96.408	0.000	1
641	0	6.420	423.406	0.016	138.372	14.255	1
641	1	6.420	429.226	0.016	6.413	11.803	0
641	2	6.420	431.827	0.016	37.311	83.303	1
641	3	6.420	433.538	0.016	136.971	70.372	0
642	0	6.430	422.537	0.016	21.237	14.181	0
642	1	6.430	428.589	0.016	46.919	0.000	0
642	2	6.430	432.836	0.016	112.879	22.321	1
642	3	6.430	433.632	0.016	83.786	49.390	0
643	0	6.440	424.597	0.016	138.043	59.492	0
643	1	6.440	428.372	0.016	69.496	55.445	1
643	2	6.440	433.043	0.016	87.804	0.692	1
643	3	6.440	434.856	0.016	119.095	63.628	0
644	0	6.450	423.790	0.016	30.002	40.775	0
644	1	6.450	429.370	0.016	111.940	0.000	1
644	2	6.450	432.380	0.016	47.017	44.259	0
644	3	6.450	434.425	0.016	61.295	1.126	0
645	0	6.460	424.230	0.016	93.776	94.400	0
645	1	6.460	429.381	0.016	79.466	44.775	1
645	2	6.460	433.569	0.016	117.923	26.414	1
645	3	6.460	435.176	0.016	105.918	53.465	0
646	0	6.470	424.721	0.016	95.585	69.658	0
646	1	6.470	430.839	0.016	124.475	44.311	1
646	2	6.470	432.593	0.016	15.820	22.676	0
646	3	6.470	435.306	0.016	85.574	0.000	1
647	0	6.480	424.132	0.016	47.861	8.839	0
647	1	6.480	433.614	0.016	154.600	42.052	1
647	2	6.480	434.118	0.016	126.660	79.910	0
647	3	6.480	434.620	0.016	46.559	50.914	1
648	0	6.490	423.190	0.016	4.287	43.158	0
648	1	6.490	432.621	0.016	11.858	28.244	0
648	2	6.490	434.611	0.016	97.835	44.625	1
648	3	6.490	433.597	0.016	1.274	74.319	1
649	0	6.500	424.711	0.016	125.110	72.652	0
649	1	6.500	431.612	0.016	0.000	69.864	1
649	2	6.500	436.487	0.016	135.450	40.746	1
649	3	6.500	432.609	0.016	13.114	6.850	0
650	0	6.510	425.382	0.016	101.510	56.716	0
650	1	6.510	431.461	0.016	73.368	42.006	0
650	2	6.510	439.232	0.016	154.600	33.035	1
650	3	6.510	431.625	0.016	12.596	30.752	0
651	0	6.520	424.876	0.016	53.420	4.907	0
651	1	6.520	430.461	0.016	0.000	7.603	0
651	2	6.520	438.485	0.016	44.319	0.000	0
651	3	6.520	432.573	0.016	111.115	53.367	0
652	0	6.530	423.926	0.016	1.417	34.445	0
652	1	6.530	431.031	0.016	99.543	94.400	0
652	2	6.530	438.855	0.016	94.755	88.222	0
652	3	6.530	433.962	0.016	123.219	68.216	0
653	0	6.540	422.983	0.016	0.000	41.598	0
653	1	6.540	433.544	0.016	149.144	27.257	1
653	2	6.540	440.541	0.016	131.555	0.000	1
653	3	6.540	434.923	0.016	111.921	94.400	0
654	0	6.550	422.048	0.016	2.965	93.183	1
654	1	6.550	435.350	0.016	133.629	2.266	1
654	2	6.550	441.754	0.016	119.931	30.169	1
654	3	6.550	437.484	0.016	150.635	12.632	1
655	0	6.560	421.178	0.016	19.467	0.000	0
655	1	6.560	437.624	0.016	144.541	7.113	1
655	2	6.560	442.965	0.016	120.084	70.336	0
655	3	6.560	438.017	0.016	99.826	55.487	0
656	0	6.570	423.910	0.016	152.600	27.846	1
656	1	6.570	438.804	0.016	118.564	2.544	1
656	2	6.570	441.899	0.016	11.299	74.164	1
656	3	6.570	438.075	0.016	83.603	79.723	0
657	0	6.580	422.996	0.016	13.719	22.823	0
657	1	6.580	438.957	0.016	87.327	0.844	1
657	2	6.580	442.448	0.016	101.263	30.866	1
657	3	6.580	437.048	0.016	11.929	63.913	1
658	0	6.590	422.726	0.016	65.111	16.238	0
658	1	6.590	437.902	0.016	1.769	80.936	1
658	2	6.590	441.519	0.016	31.079	60.827	1
658	3	6.590	438.674	0.016	129.838	62.811	0
659	0	6.600	422.481	0.016	66.266	5.178	0
659	1	6.600	438.261	0.016	94.286	0.000	1
659	2	6.600	440.484	0.016	15.927	48.275	1
659	3	6.600	437.684	0.016	20.053	82.004	1
660	0	6.610	421.603	0.016	18.595	72.198	1
660	1	6.610	440.202	0.016	137.444	84.460	0
660	2	6.610	439.417	0.016	0.000	21.761	0
660	3	6.610	437.672	0.016	80.845	5.948	1
661	0	6.620	420.755	0.016	22.186	33.971	0
661	1	6.620	441.273	0.016	116.088	31.144	1
661	2	6.620	438.954	0.016	61.361	1.237	0
661	3	6.620	436.626	0.016	0.000	70.369	1
662	0	6.630	421.374	0.016	99.050	84.834	0
662	1	6.630	440.289	0.016	23.704	61.609	1
662	2	6.630	438.211	0.016	44.486	71.548	1
662	3	6.630	438.014	0.016	123.834	0.000	1
663	0	6.640	420.788	0.016	46.367	60.204	1
663	1	6.640	441.002	0.016	105.929	70.431	0
663	2	6.640	438.017	0.016	73.542	4.473	0
663	3	6.640	437.664	0.016	66.455	94.311	1
664	0	6.650	419.941	0.016	21.543	28.964	0
664	1	6.650	440.018	0.016	23.500	67.466	1
664	2	6.650	437.369	0.016	50.304	57.302	1
664	3	6.650	438.543	0.016	110.266	72.733	0
665	0	6.660	421.470	0.016	124.808	7.045	1
665	1	6.660	441.775	0.016	133.382	60.378	0
665	2	6.660	437.458	0.016	84.602	59.620	0
665	3	6.660	439.552	0.016	114.099	57.330	0
666	0	6.670	420.577	0.016	14.247	31.298	0
666	1	6.670	440.720	0.016	12.080	71.783	1
666	2	6.670	436.462	0.016	17.635	15.323	0
666	3	6.670	438.492	0.016	0.000	83.661	1
667	0	6.680	420.041	0.016	49.367	42.061	0
667	1	6.680	441.845	0.016	117.630	83.642	0
667	2	6.680	435.425	0.016	0.000	63.711	1
667	3	6.680	441.225	0.016	154.600	87.355	0
668	0	6.690	421.962	0.016	134.453	29.815	1
668	1	6.690	440.794	0.016	12.781	21.791	0
668	2	6.690	437.012	0.016	128.640	50.050	0
668	3	6.690	440.160	0.016	7.159	27.163	0
669	0	6.700	421.725	0.016	66.342	39.983	0
669	1	6.700	439.724	0.016	1.644	79.069	1
669	2	6.700	437.501	0.016	98.327	23.024	1
669	3	6.700	439.610	0.016	56.982	19.088	0
670	0	6.710	420.914	0.016	27.259	44.280	0
670	1	6.710	438.662	0.016	0.000	80.638	1
670	2	6.710	436.481	0.016	12.628	19.454	0
